"player","points","cells","env_number","gempresent","round","tot_points","gem"
2,57,31,5,0,6,1207,0
2,34,31,5,0,6,1207,0
2,50,31,5,0,6,1207,0
2,58,31,5,0,6,1207,0
2,25,31,5,0,6,1207,0
2,26,31,5,0,6,1207,0
2,49,31,5,0,6,1207,0
2,46,31,5,0,6,1207,0
2,55,31,5,0,6,1207,0
2,45,31,5,0,6,1207,0
2,44,31,5,0,6,1207,0
2,33,31,5,0,6,1207,0
2,46,31,5,0,6,1207,0
2,41,31,5,0,6,1207,0
2,30,31,5,0,6,1207,0
2,35,21,5,0,6,1207,0
2,48,36,5,0,6,1207,0
2,-42,36,4,0,7,-166,0
2,-36,28,4,0,7,-166,0
2,-42,36,4,0,7,-166,0
2,25,45,4,0,7,-166,0
2,20,45,4,0,7,-166,0
2,36,20,4,0,7,-166,0
2,42,30,4,0,7,-166,0
2,-42,43,4,0,7,-166,0
2,-46,23,4,0,7,-166,0
2,36,13,4,0,7,-166,0
2,52,14,4,0,7,-166,0
2,-7,62,4,0,7,-166,0
2,-52,43,4,0,7,-166,0
2,43,47,4,0,7,-166,0
2,-52,43,4,0,7,-166,0
2,40,47,4,0,7,-166,0
2,32,42,4,0,7,-166,0
2,-49,39,4,0,7,-166,0
2,-41,26,4,0,7,-166,0
2,-50,39,4,0,7,-166,0
2,-45,26,4,0,7,-166,0
2,21,56,4,0,7,-166,0
2,-6,51,4,0,7,-166,0
2,6,40,4,0,7,-166,0
2,-9,60,4,0,7,-166,0
2,-33,31,1,1,8,278,0
2,50,37,1,1,8,278,0
2,40,16,1,1,8,278,0
2,42,37,1,1,8,278,0
2,31,16,1,1,8,278,0
2,-36,19,1,1,8,278,0
2,21,21,1,1,8,278,0
2,-44,19,1,1,8,278,0
2,-17,22,1,1,8,278,0
2,65,36,1,1,8,278,0
2,7,15,1,1,8,278,0
2,-3,28,1,1,8,278,0
2,21,21,1,1,8,278,0
2,12,18,1,1,8,278,0
2,14,27,1,1,8,278,0
2,16,38,1,1,8,278,0
2,26,54,1,1,8,278,0
2,-22,60,1,1,8,278,0
2,-37,55,1,1,8,278,0
2,-32,47,1,1,8,278,0
2,10,51,1,1,8,278,0
2,60,45,1,1,8,278,0
2,5,40,1,1,8,278,0
2,31,32,1,1,8,278,0
2,51,32,1,1,8,278,0
2,-34,31,6,0,9,-146,0
2,10,23,6,0,9,-146,0
2,-43,35,6,0,9,-146,0
2,54,16,6,0,9,-146,0
2,43,34,6,0,9,-146,0
2,36,22,6,0,9,-146,0
2,-35,35,6,0,9,-146,0
2,6,30,6,0,9,-146,0
2,6,36,6,0,9,-146,0
2,-41,47,6,0,9,-146,0
2,12,37,6,0,9,-146,0
2,-54,55,6,0,9,-146,0
2,19,37,6,0,9,-146,0
2,1,40,6,0,9,-146,0
2,28,28,6,0,9,-146,0
2,-2,40,6,0,9,-146,0
2,38,28,6,0,9,-146,0
2,-36,19,6,0,9,-146,0
2,-45,19,6,0,9,-146,0
2,-52,19,6,0,9,-146,0
2,-20,52,6,0,9,-146,0
2,26,60,6,0,9,-146,0
2,12,53,6,0,9,-146,0
2,-37,54,6,0,9,-146,0
2,-38,54,6,0,9,-146,0
2,-38,33,5,0,10,-14,0
2,-2,30,5,0,10,-14,0
2,58,36,5,0,10,-14,0
2,-43,23,5,0,10,-14,0
2,45,36,5,0,10,-14,0
2,46,14,5,0,10,-14,0
2,28,14,5,0,10,-14,0
2,-48,19,5,0,10,-14,0
2,20,22,5,0,10,-14,0
2,27,27,5,0,10,-14,0
2,37,21,5,0,10,-14,0
2,37,28,5,0,10,-14,0
2,21,22,5,0,10,-14,0
2,37,28,5,0,10,-14,0
2,36,28,5,0,10,-14,0
2,-21,39,5,0,10,-14,0
2,15,43,5,0,10,-14,0
2,-45,45,5,0,10,-14,0
2,-36,51,5,0,10,-14,0
2,-57,47,5,0,10,-14,0
2,-36,51,5,0,10,-14,0
2,-12,46,5,0,10,-14,0
2,-62,45,5,0,10,-14,0
2,5,38,5,0,10,-14,0
2,-26,45,5,0,10,-14,0
2,-27,36,6,1,11,3569,0
2,-7,36,6,1,11,3569,0
2,-8,36,6,1,11,3569,0
2,20,26,6,1,11,3569,0
2,52,28,6,1,11,3569,0
2,-19,29,6,1,11,3569,0
2,-8,29,6,1,11,3569,0
2,-3,21,6,1,11,3569,0
2,9,21,6,1,11,3569,0
2,258,20,6,1,11,3569,1
2,2,19,6,1,11,3569,0
2,254,20,6,1,11,3569,1
2,-2,19,6,1,11,3569,0
2,270,20,6,1,11,3569,1
2,255,20,6,1,11,3569,1
2,257,20,6,1,11,3569,1
2,244,20,6,1,11,3569,1
2,253,20,6,1,11,3569,1
2,258,20,6,1,11,3569,1
2,242,20,6,1,11,3569,1
2,245,20,6,1,11,3569,1
2,258,20,6,1,11,3569,1
2,262,20,6,1,11,3569,1
2,247,20,6,1,11,3569,1
2,257,20,6,1,11,3569,1
2,-49,38,3,1,12,33,0
2,-65,38,3,1,12,33,0
2,8,28,3,1,12,33,0
2,-31,38,3,1,12,33,0
2,-49,27,3,1,12,33,0
2,-29,37,3,1,12,33,0
2,35,19,3,1,12,33,0
2,6,28,3,1,12,33,0
2,38,19,3,1,12,33,0
2,2,28,3,1,12,33,0
2,-49,18,3,1,12,33,0
2,35,19,3,1,12,33,0
2,36,19,3,1,12,33,0
2,37,19,3,1,12,33,0
2,37,19,3,1,12,33,0
2,37,19,3,1,12,33,0
2,-58,11,3,1,12,33,0
2,-18,11,3,1,12,33,0
2,-27,12,3,1,12,33,0
2,36,19,3,1,12,33,0
2,49,34,3,1,12,33,0
2,50,34,3,1,12,33,0
2,27,35,3,1,12,33,0
2,9,43,3,1,12,33,0
2,-34,44,3,1,12,33,0
3,234,45,3,1,1,321,1
3,-69,38,3,1,1,321,0
3,49,31,3,1,1,321,0
3,67,22,3,1,1,321,0
3,-12,21,3,1,1,321,0
3,14,20,3,1,1,321,0
3,-23,13,3,1,1,321,0
3,-22,13,3,1,1,321,0
3,-21,13,3,1,1,321,0
3,58,22,3,1,1,321,0
3,-27,21,3,1,1,321,0
3,15,46,3,1,1,321,0
3,18,47,3,1,1,321,0
3,75,39,3,1,1,321,0
3,3,48,3,1,1,321,0
3,47,40,3,1,1,321,0
3,-16,37,3,1,1,321,0
3,-30,36,3,1,1,321,0
3,4,28,3,1,1,321,0
3,0,29,3,1,1,321,0
3,-61,27,3,1,1,321,0
3,34,19,3,1,1,321,0
3,-40,29,3,1,1,321,0
3,-28,30,3,1,1,321,0
3,52,23,3,1,1,321,0
3,37,29,4,0,2,11,0
3,-13,44,4,0,2,11,0
3,48,29,4,0,2,11,0
3,-6,35,4,0,2,11,0
3,40,13,4,0,2,11,0
3,-19,19,4,0,2,11,0
3,32,13,4,0,2,11,0
3,-41,27,4,0,2,11,0
3,39,13,4,0,2,11,0
3,-36,28,4,0,2,11,0
3,-53,22,4,0,2,11,0
3,-21,37,4,0,2,11,0
3,8,31,4,0,2,11,0
3,3,45,4,0,2,11,0
3,-52,39,4,0,2,11,0
3,30,53,4,0,2,11,0
3,-51,39,4,0,2,11,0
3,-1,44,4,0,2,11,0
3,63,30,4,0,2,11,0
3,-17,35,4,0,2,11,0
3,23,21,4,0,2,11,0
3,37,34,4,0,2,11,0
3,20,21,4,0,2,11,0
3,-13,61,4,0,2,11,0
3,-46,55,4,0,2,11,0
3,-31,34,2,0,3,106,0
3,35,43,2,0,3,106,0
3,-45,52,2,0,3,106,0
3,-26,52,2,0,3,106,0
3,36,43,2,0,3,106,0
3,5,27,2,0,3,106,0
3,17,27,2,0,3,106,0
3,38,45,2,0,3,106,0
3,2,29,2,0,3,106,0
3,-15,20,2,0,3,106,0
3,67,19,2,0,3,106,0
3,-43,36,2,0,3,106,0
